source_file	organism_name
fungi.txt	Lichtheimia ornata
fungi.txt	Colletotrichum siamense
fungi.txt	Aspergillus aculeatus ATCC 16872
fungi.txt	Sphaerulina musiva SO2202
fungi.txt	Fomitiporia mediterranea MF3/22
fungi.txt	Drepanopeziza brunnea f. sp. 'multigermtubi'
fungi.txt	Saitoella complicata NRRL Y-17804
fungi.txt	Colletotrichum spaethianum
fungi.txt	Mucor velutinosus
fungi.txt	Colletotrichum fioriniae
fungi.txt	Baudoinia panamericana UAMH 10762
fungi.txt	Trametes versicolor FP-101664 SS1
fungi.txt	Stereum hirsutum FP-91666 SS1
fungi.txt	Dichomitus squalens LYAD-421 SS1
fungi.txt	Punctularia strigosozonata HHB-11173 SS5
fungi.txt	Coniophora puteana RWD-64-598 SS2
fungi.txt	Heterobasidion irregulare TC 32-1
fungi.txt	Melampsora larici-populina 98AG31
fungi.txt	Diaporthe batatas
fungi.txt	Boeremia exigua
fungi.txt	Orbilia oligospora ATCC 24927
fungi.txt	Thermochaetoides thermophila DSM 1495
fungi.txt	Colletotrichum higginsianum IMI 349063
fungi.txt	Pichia membranifaciens NRRL Y-2026
fungi.txt	Phycomyces blakesleeanus NRRL 1555(-)
fungi.txt	Mixia osmundae IAM 14324
fungi.txt	Aspergillus brasiliensis CBS 101740
fungi.txt	Cenococcum geophilum 1.58
fungi.txt	Sugiyamaella lignohabitans
fungi.txt	Fonsecaea nubica
fungi.txt	Guyanagaster necrorhizus
fungi.txt	Amorphotheca resinae ATCC 22711
fungi.txt	Exophiala dermatitidis NIH/UT8656
fungi.txt	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993
fungi.txt	Ogataea angusta
fungi.txt	Ogataea parapolymorpha DL-1
fungi.txt	Encephalitozoon intestinalis ATCC 50506
fungi.txt	Cutaneotrichosporon oleaginosum
fungi.txt	Nematocida parisii ERTm1
fungi.txt	Encephalitozoon hellem ATCC 50504
fungi.txt	Calcarisporiella thermophila
fungi.txt	Bipolaris zeicola 26-R-13
fungi.txt	Bipolaris oryzae ATCC 44560
fungi.txt	Bipolaris victoriae FI3
fungi.txt	Eremothecium cymbalariae DBVPG
fungi.txt	Agaricus bisporus var. bisporus H97
fungi.txt	Pisolithus orientalis
fungi.txt	Vavraia culicis subsp. floridensis
fungi.txt	Cordyceps militaris CM01
fungi.txt	Trichoderma harzianum CBS 226.95
fungi.txt	Cyberlindnera jadinii NRRL Y-1542
fungi.txt	Hyphopichia burtonii NRRL Y-1933
fungi.txt	Babjeviella inositovora NRRL Y-12698
fungi.txt	Suhomyces tanzawaensis NRRL Y-17324
fungi.txt	Phyllosticta citribraziliensis
fungi.txt	Vittaforma corneae ATCC 50505
fungi.txt	Penicillium psychrosexuale
fungi.txt	Kluyveromyces marxianus DMKU3-1042
fungi.txt	Fusarium pseudograminearum CS3096
fungi.txt	Aspergillus versicolor CBS 583.65
fungi.txt	Aspergillus sydowii CBS 593.65
fungi.txt	Tilletiaria anomala UBC 951
fungi.txt	Wickerhamomyces ciferrii
fungi.txt	Fusarium musae
fungi.txt	Aureobasidium pullulans EXF-150
fungi.txt	Aureobasidium melanogenum CBS 110374
fungi.txt	Aureobasidium namibiae CBS 147.97
fungi.txt	Aureobasidium subglaciale EXF-2481
fungi.txt	Verticillium nonalfalfae
fungi.txt	Cladosporium halotolerans
fungi.txt	Aspergillus luchuensis
fungi.txt	Pneumocystis murina B123
fungi.txt	Aspergillus affinis
fungi.txt	Naumovozyma dairenensis CBS 421
fungi.txt	Henningerozyma blattae CBS 6284
fungi.txt	Tetrapisispora phaffii CBS 4417
fungi.txt	Kazachstania africana CBS 2517
fungi.txt	Huiozyma naganishii CBS 8797
fungi.txt	Aspergillus wentii DTO 134E9
fungi.txt	Penicilliopsis zonata CBS 506.65
fungi.txt	Scheffersomyces amazonensis
fungi.txt	Ilyonectria robusta
fungi.txt	Penicillium hispanicum
fungi.txt	Zasmidium cellare ATCC 36951
fungi.txt	Saccharomyces eubayanus
fungi.txt	Metarhizium album ARSEF 1941
fungi.txt	Cordyceps fumosorosea ARSEF 2679
fungi.txt	Fusarium odoratissimum NRRL 54006
fungi.txt	Phialemonium atrogriseum
fungi.txt	Thyridium curvatum
fungi.txt	Geosmithia morbida
fungi.txt	Colletotrichum karsti
fungi.txt	Hyaloscypha bicolor E
fungi.txt	Penicillium rubens
fungi.txt	Glarea lozoyensis ATCC 20868
fungi.txt	Limtongia smithiae
fungi.txt	Rhodotorula toruloides NP11
fungi.txt	Penicillium cosmopolitanum
fungi.txt	Penicillium argentinense
fungi.txt	Talaromyces proteolyticus
fungi.txt	Penicillium atrosanguineum
fungi.txt	Candida orthopsilosis Co 90-125
fungi.txt	Pseudomassariella vexata
fungi.txt	Thermothelomyces heterothallicus CBS 202.75
fungi.txt	Didymella exigua CBS 183.55
fungi.txt	Madurella fahalii
fungi.txt	Ustilaginoidea virens
fungi.txt	Aspergillus glaucus CBS 516.65
fungi.txt	Penicillium odoratum
fungi.txt	Coniosporium apollinis CBS 100218
fungi.txt	Cucurbitaria berberidis CBS 394.84
fungi.txt	Chaetomium strumarium
fungi.txt	Morchella importuna
fungi.txt	Morchella sextelata
fungi.txt	Aplosporella prunicola CBS 121167
fungi.txt	Encephalitozoon romaleae SJ-2008
fungi.txt	Capronia coronata CBS 617.96
fungi.txt	Capronia epimyces CBS 606.96
fungi.txt	Cladophialophora psammophila CBS 110553
fungi.txt	Cladophialophora yegresii CBS 114405
fungi.txt	Exophiala aquamarina CBS 119918
fungi.txt	Trichosporon asahii var. asahii CBS 2479
fungi.txt	Alternaria burnsii
fungi.txt	Alternaria hordeiaustralica
fungi.txt	Alternaria incomplexa
fungi.txt	Alternaria postmessia
fungi.txt	Alternaria rosae
fungi.txt	Alternaria ventricosa
fungi.txt	Talaromyces amestolkiae
fungi.txt	Candida theae
fungi.txt	Colletotrichum costaricense
fungi.txt	Colletotrichum godetiae
fungi.txt	Colletotrichum orchidophilum
fungi.txt	Colletotrichum scovillei
fungi.txt	Colletotrichum tamarilloi
fungi.txt	Colletotrichum fructicola Nara gc5
fungi.txt	Diaporthe amygdali
fungi.txt	Colletotrichum aenigma
fungi.txt	Aspergillus tanneri
fungi.txt	Aspergillus puulaauensis
fungi.txt	Cyphellophora europaea CBS 101466
fungi.txt	Fusarium proliferatum ET1
fungi.txt	Pestalotiopsis fici W106-1
fungi.txt	Malassezia sympodialis ATCC 42132
fungi.txt	Candidozyma duobushaemuli
fungi.txt	Lachancea lanzarotensis
fungi.txt	Endocarpon pusillum Z07020
fungi.txt	Kwoniella botswanensis
fungi.txt	Pseudozyma flocculosa PF-1
fungi.txt	Cladophialophora carrionii CBS 160.54
fungi.txt	Fusarium fujikuroi IMI 58289
fungi.txt	Meira miltonrushii
fungi.txt	Phaeoacremonium minimum UCRPA7
fungi.txt	Cryptococcus wingfieldii CBS 7118
fungi.txt	Cryptococcus depauperatus CBS 7841
fungi.txt	Cryptococcus amylolentus CBS 6039
fungi.txt	Kwoniella dendrophila CBS 6074
fungi.txt	Kwoniella pini CBS 10737
fungi.txt	Kwoniella bestiolae CBS 10118
fungi.txt	Cryptococcus tetragattii IND107
fungi.txt	Cryptococcus bacillisporus CA1280
fungi.txt	Kwoniella dejecticola CBS 10117
fungi.txt	Kwoniella mangroviensis CBS 8507
fungi.txt	Wallemia ichthyophaga EXF-994
fungi.txt	Scheffersomyces xylosifermentans
fungi.txt	Pseudozyma hubeiensis SY62
fungi.txt	Umbelopsis ramanniana AG
fungi.txt	Sodiomyces alkalinus F11
fungi.txt	Laetiporus sulphureus 93-53
fungi.txt	Dissoconium aciculare CBS 342.82
fungi.txt	Penicillium subrubescens
fungi.txt	Lachnellula hyalina
fungi.txt	Penicillium malachiteum
fungi.txt	Fusarium keratoplasticum
fungi.txt	Lentinus tigrinus ALCF2SS1-7
fungi.txt	Xylona heveae TC161
fungi.txt	Kockiozyma suomiensis
fungi.txt	Apiospora hydei
fungi.txt	Apiospora kogelbergensis
fungi.txt	Rhizopus microsporus ATCC 52813
fungi.txt	Aspergillus welwitschiae
fungi.txt	Penicillium maclennaniae
fungi.txt	Ascoidea rubescens DSM 1968
fungi.txt	Ordospora colligata OC4
fungi.txt	Kalmanozyma brasiliensis GHG001
fungi.txt	Fonsecaea erecta
fungi.txt	Ogataea philodendri
fungi.txt	Pochonia chlamydosporia 170
fungi.txt	Kuraishia capsulata CBS 1993
fungi.txt	Ophidiomyces ophidiicola
fungi.txt	Aspergillus ruber CBS 135680
fungi.txt	Eremomyces bilateralis CBS 781.70
fungi.txt	Dothidotthia symphoricarpi CBS 119687
fungi.txt	Aspergillus campestris IBT 28561
fungi.txt	Aspergillus steynii IBT 23096
fungi.txt	Aspergillus novofumigatus IBT 16806
fungi.txt	Aspergillus ochraceoroseus IBT 24754
fungi.txt	Fimicolochytrium jonesii
fungi.txt	Cystobasidium minutum MCA 4210
fungi.txt	Sporothrix schenckii 1099-18
fungi.txt	Sporothrix brasiliensis 5110
fungi.txt	Rasamsonia emersonii CBS 393.64
fungi.txt	Pneumocystis jirovecii RU7
fungi.txt	Pneumocystis carinii B80
fungi.txt	Kwoniella europaea PYCC6329
fungi.txt	Talaromyces atroroseus
fungi.txt	Fonsecaea pedrosoi CBS 271.37
fungi.txt	Rhinocladiella mackenziei CBS 650.93
fungi.txt	Cladophialophora bantiana CBS 173.52
fungi.txt	Fonsecaea multimorphosa CBS 102226
fungi.txt	Aspergillus neoniger CBS 115656
fungi.txt	Aspergillus vadensis CBS 113365
fungi.txt	Aspergillus japonicus CBS 114.51
fungi.txt	Aspergillus piperis CBS 112811
fungi.txt	Aspergillus eucalypticola CBS 122712
fungi.txt	Aspergillus uvarum CBS 121591
fungi.txt	Aspergillus ibericus CBS 121593
fungi.txt	Aspergillus costaricaensis CBS 115574
fungi.txt	Aspergillus fijiensis CBS 313.89
fungi.txt	Aspergillus heteromorphus CBS 117.55
fungi.txt	Aspergillus aculeatinus CBS 121060
fungi.txt	Aaosphaeria arxii CBS 175.79
fungi.txt	Aspergillus niger CBS 101883
fungi.txt	Aspergillus brunneoviolaceus CBS 621.78
fungi.txt	Aspergillus sclerotioniger CBS 115572
fungi.txt	Aspergillus homomorphus CBS 101889
fungi.txt	Aspergillus saccharolyticus JOP 1030-1
fungi.txt	Paraphaeosphaeria sporulosa
fungi.txt	Botrytis sinoallii
fungi.txt	Mitosporidium daphniae
fungi.txt	Rhodotorula pacifica
fungi.txt	Aspergillus pseudonomiae
fungi.txt	Penicillium alfredii
fungi.txt	Aspergillus nomiae NRRL 13137
fungi.txt	Aspergillus pseudoviridinutans
fungi.txt	Ceraceosorus guamensis
fungi.txt	Lipomyces chichibuensis
fungi.txt	Penicillium longicatenatum
fungi.txt	Penicillium pulvis
fungi.txt	Penicillium verhagenii
fungi.txt	Fusarium tjaetaba
fungi.txt	Jaminaea rosea
fungi.txt	Pyricularia pennisetigena
fungi.txt	Knufia obscura
fungi.txt	Kwoniella newhampshirensis
fungi.txt	Neoarthrinium moseri
fungi.txt	Cyphellophora attinorum
fungi.txt	Colletotrichum abscissum
fungi.txt	Microdochium trichocladiopsis
fungi.txt	Pseudomicrostroma glucosiphilum
fungi.txt	Lithohypha guttulata
fungi.txt	Exophiala bonariae
fungi.txt	Saxophila tyrrhenica
fungi.txt	Kwoniella shandongensis
fungi.txt	Cantharellus anzutake
fungi.txt	Candida margitis
fungi.txt	Lodderomyces beijingensis
fungi.txt	Scheffersomyces coipomensis
fungi.txt	Penicillium robsamsonii
fungi.txt	Nematocida displodere
fungi.txt	Synchytrium microbalum
fungi.txt	Aspergillus karnatakaensis
fungi.txt	Aspergillus mulundensis
fungi.txt	Aspergillus stella-maris
fungi.txt	Aspergillus undulatus
fungi.txt	Penicillium arizonense
fungi.txt	Colletotrichum chrysophilum
fungi.txt	Penicillium nucicola
fungi.txt	Chaetomium fimeti
fungi.txt	Chaetomium tenue
fungi.txt	Dacryopinax primogenitus
fungi.txt	Cryptococcus decagattii
fungi.txt	Penicillium samsonianum
fungi.txt	Penicillium riverlandense
fungi.txt	Suillus clintonianus
fungi.txt	Suillus discolor
fungi.txt	Suillus fuscotomentosus
fungi.txt	Nematocida homosporus
fungi.txt	Nematocida major
fungi.txt	Nematocida minor
fungi.txt	Nematocida ausubeli
fungi.txt	Colletotrichum paranaense
fungi.txt	Annulohypoxylon maeteangense
fungi.txt	Desarmillaria tabescens
fungi.txt	Didymosphaeria variabile
fungi.txt	Dichotomopilus funicola
fungi.txt	Ogataea haglerorum
fungi.txt	Lasiosphaeria miniovina
fungi.txt	Botrytis fragariae
fungi.txt	Ceratocystis lukuohia
fungi.txt	Malassezia vespertilionis
fungi.txt	Trichoderma breve
fungi.txt	Berkeleyomyces rouxiae
fungi.txt	Histoplasma mississippiense (nom. inval.)
fungi.txt	Purpureocillium takamizusanense
fungi.txt	Canariomyces notabilis
fungi.txt	Podospora bellae-mahoneyi
fungi.txt	Podospora pseudocomata
fungi.txt	Podospora pseudopauciseta
fungi.txt	Penicillium cataractarum
fungi.txt	Mycena indigotica
fungi.txt	Akanthomyces muscarius
fungi.txt	Trichomonascus vanleenenianus
fungi.txt	Yamadazyma tenuis
fungi.txt	Botrytis deweyae
fungi.txt	Exophiala viscosa
fungi.txt	Schizosaccharomyces osmophilus
fungi.txt	Parathielavia appendiculata
fungi.txt	Magnusiomyces paraingens
fungi.txt	Podospora pseudoanserina
fungi.txt	Emericellopsis atlantica
fungi.txt	Venustampulla echinocandica
fungi.txt	Fusarium flagelliforme
fungi.txt	Emericellopsis cladophorae
fungi.txt	Bacidia gigantensis
fungi.txt	Protomyces lactucae-debilis
fungi.txt	Neodothiora populina
fungi.txt	Penicillium diatomitis
fungi.txt	Apiospora phragmitis
fungi.txt	Ordospora pajunii
fungi.txt	Penicillium psychrofluorescens
plant.txt	Citrus sinensis
plant.txt	Chondrus crispus
plant.txt	Chlamydomonas reinhardtii
plant.txt	Volvox carteri f. nagariensis
plant.txt	Auxenochlorella protothecoides
plant.txt	Physcomitrium patens
plant.txt	Cryptomeria japonica
plant.txt	Tasmannia lanceolata
plant.txt	Papaver somniferum
plant.txt	Cannabis sativa
plant.txt	Humulus lupulus
plant.txt	Alnus glutinosa
plant.txt	Beta vulgaris subsp. vulgaris
plant.txt	Spinacia oleracea
plant.txt	Gossypium hirsutum
plant.txt	Theobroma cacao
plant.txt	Carica papaya
plant.txt	Cucumis melo
plant.txt	Cucumis sativus
plant.txt	Cucurbita maxima
plant.txt	Cucurbita moschata
plant.txt	Cucurbita pepo subsp. pepo
plant.txt	Momordica charantia
plant.txt	Populus nigra
plant.txt	Populus trichocarpa
plant.txt	Arabidopsis thaliana
plant.txt	Brassica napus
plant.txt	Brassica rapa
plant.txt	Raphanus sativus
plant.txt	Malus domestica
plant.txt	Malus sylvestris
plant.txt	Prunus dulcis
plant.txt	Prunus persica
plant.txt	Abrus precatorius
plant.txt	Arachis hypogaea
plant.txt	Cajanus cajan
plant.txt	Cicer arietinum
plant.txt	Glycine max
plant.txt	Glycine soja
plant.txt	Lupinus angustifolius
plant.txt	Medicago truncatula
plant.txt	Phaseolus vulgaris
plant.txt	Lathyrus oleraceus
plant.txt	Vicia villosa
plant.txt	Vigna angularis
plant.txt	Vigna radiata var. radiata
plant.txt	Vigna unguiculata
plant.txt	Hevea brasiliensis
plant.txt	Manihot esculenta
plant.txt	Mercurialis annua
plant.txt	Ricinus communis
plant.txt	Apium graveolens
plant.txt	Capsicum annuum
plant.txt	Solanum lycopersicum
plant.txt	Nicotiana sylvestris
plant.txt	Nicotiana tabacum
plant.txt	Nicotiana tomentosiformis
plant.txt	Solanum tuberosum
plant.txt	Erythranthe guttata
plant.txt	Sesamum indicum
plant.txt	Helianthus annuus
plant.txt	Lactuca sativa
plant.txt	Cornus florida
plant.txt	Nelumbo nucifera
plant.txt	Camellia sinensis
plant.txt	Lolium perenne
plant.txt	Oryza brachyantha
plant.txt	Oryza glaberrima
plant.txt	Setaria italica
plant.txt	Setaria viridis
plant.txt	Sorghum bicolor
plant.txt	Triticum aestivum
plant.txt	Triticum urartu
plant.txt	Zea mays
plant.txt	Ananas comosus
plant.txt	Asparagus officinalis
plant.txt	Typha latifolia
plant.txt	Amborella trichopoda
plant.txt	Coffea arabica
plant.txt	Corylus avellana
plant.txt	Brachypodium distachyon
plant.txt	Castanea sativa
plant.txt	Punica granatum
plant.txt	Pyrus communis
plant.txt	Solanum pennellii
plant.txt	Tarenaya hassleriana
plant.txt	Phragmites australis
plant.txt	Amaranthus tricolor
plant.txt	Gossypium arboreum
plant.txt	Gossypium raimondii
plant.txt	Vitis vinifera
plant.txt	Mangifera indica
plant.txt	Carya illinoinensis
plant.txt	Lotus japonicus
plant.txt	Ipomoea nil
plant.txt	Ipomoea triloba
plant.txt	Silene latifolia
plant.txt	Panicum virgatum
plant.txt	Quercus robur
plant.txt	Oryza sativa Japonica Group
plant.txt	Bathycoccus prasinos
plant.txt	Prunus avium
plant.txt	Phoenix dactylifera
plant.txt	Populus alba
plant.txt	Solanum dulcamara
plant.txt	Primulina tabacum
plant.txt	Salvia hispanica
plant.txt	Coffea eugenioides
plant.txt	Nicotiana attenuata
plant.txt	Juglans regia
plant.txt	Elaeis guineensis
plant.txt	Telopea speciosissima
plant.txt	Diospyros lotus
plant.txt	Pistacia vera
plant.txt	Dioscorea cayenensis subsp. rotundata
plant.txt	Trifolium pratense
plant.txt	Argentina anserina
plant.txt	Quercus suber
plant.txt	Typha angustifolia
plant.txt	Cynara cardunculus var. scolymus
plant.txt	Macadamia integrifolia
plant.txt	Chenopodium quinoa
plant.txt	Durio zibethinus
plant.txt	Ostreococcus tauri
plant.txt	Eucalyptus grandis
plant.txt	Eutrema salsugineum
plant.txt	Erigeron canadensis
plant.txt	Rosa rugosa
plant.txt	Rosa chinensis
plant.txt	Populus euphratica
plant.txt	Phalaenopsis equestris
plant.txt	Daucus carota subsp. sativus
plant.txt	Arabidopsis lyrata subsp. lyrata
plant.txt	Capsella rubella
plant.txt	Citrus x clementina
plant.txt	Triticum dicoccoides
plant.txt	Magnolia sinica
plant.txt	Vigna umbellata
plant.txt	Selaginella moellendorffii
plant.txt	Lolium rigidum
plant.txt	Camelina sativa
plant.txt	Zingiber officinale
plant.txt	Vitis riparia
plant.txt	Quercus lobata
plant.txt	Fragaria vesca subsp. vesca
plant.txt	Prunus mume
plant.txt	Benincasa hispida
plant.txt	Hibiscus syriacus
plant.txt	Herrania umbratica
plant.txt	Brassica oleracea var. oleracea
plant.txt	Hordeum vulgare subsp. vulgare
plant.txt	Lycium barbarum
plant.txt	Lycium ferocissimum
plant.txt	Rutidosis leptorrhynchoides
plant.txt	Galdieria sulphuraria
plant.txt	Arachis duranensis
plant.txt	Arachis ipaensis
plant.txt	Curcuma longa
plant.txt	Monoraphidium neglectum
plant.txt	Gastrolobium bilobum
plant.txt	Miscanthus floridulus
plant.txt	Olea europaea var. sylvestris
plant.txt	Actinidia eriantha
plant.txt	Aristolochia californica
plant.txt	Solanum stenotomum
plant.txt	Andrographis paniculata
plant.txt	Rhodamnia argentea
plant.txt	Jatropha curcas
plant.txt	Salvia splendens
plant.txt	Rhododendron vialii
plant.txt	Aegilops tauschii subsp. strangulata
plant.txt	Panicum hallii
plant.txt	Neltuma alba
plant.txt	Nymphaea colorata
plant.txt	Euphorbia lathyris
plant.txt	Musa acuminata AAA Group
plant.txt	Arachis stenosperma
plant.txt	Syzygium oleosum
plant.txt	Pyrus x bretschneideri
plant.txt	Salvia miltiorrhiza
plant.txt	Impatiens glandulifera
plant.txt	Cyanidioschyzon merolae strain 10D
plant.txt	Micromonas commoda
plant.txt	Solanum verrucosum
plant.txt	Ziziphus jujuba
plant.txt	Prosopis cineraria
plant.txt	Malania oleifera
plant.txt	Henckelia pumila
plant.txt	Ostreococcus lucimarinus CCE9901
plant.txt	Tripterygium wilfordii
plant.txt	Chlorella variabilis
plant.txt	Micromonas pusilla CCMP1545
plant.txt	Coccomyxa subellipsoidea C-169
plant.txt	Dendrobium catenatum
plant.txt	Bidens hawaiensis
plant.txt	Morus notabilis
plant.txt	Primulina eburnea
plant.txt	Primulina huaijiensis
plant.txt	Juglans microcarpa x Juglans regia
non-mammalian.txt	Lethenteron reissneri
non-mammalian.txt	Petromyzon marinus
non-mammalian.txt	Myxine glutinosa
non-mammalian.txt	Leucoraja erinaceus
non-mammalian.txt	Heterodontus francisci
non-mammalian.txt	Scyliorhinus canicula
non-mammalian.txt	Callorhinchus milii
non-mammalian.txt	Protopterus annectens
non-mammalian.txt	Latimeria chalumnae
non-mammalian.txt	Acipenser ruthenus
non-mammalian.txt	Polyodon spathula
non-mammalian.txt	Lepisosteus oculatus
non-mammalian.txt	Anguilla anguilla
non-mammalian.txt	Anguilla rostrata
non-mammalian.txt	Clupea harengus
non-mammalian.txt	Danio rerio
non-mammalian.txt	Carassius auratus
non-mammalian.txt	Ctenopharyngodon idella
non-mammalian.txt	Cyprinus carpio
non-mammalian.txt	Astyanax mexicanus
non-mammalian.txt	Ictalurus punctatus
non-mammalian.txt	Electrophorus electricus
non-mammalian.txt	Esox lucius
non-mammalian.txt	Osmerus mordax
non-mammalian.txt	Oncorhynchus gorbuscha
non-mammalian.txt	Oncorhynchus keta
non-mammalian.txt	Oncorhynchus kisutch
non-mammalian.txt	Oncorhynchus mykiss
non-mammalian.txt	Oncorhynchus nerka
non-mammalian.txt	Salmo salar
non-mammalian.txt	Salmo trutta
non-mammalian.txt	Salvelinus alpinus
non-mammalian.txt	Salvelinus fontinalis
non-mammalian.txt	Salvelinus namaycush
non-mammalian.txt	Gadus morhua
non-mammalian.txt	Fundulus heteroclitus
non-mammalian.txt	Poecilia reticulata
non-mammalian.txt	Xiphophorus maculatus
non-mammalian.txt	Xiphophorus hellerii
non-mammalian.txt	Oryzias latipes
non-mammalian.txt	Cyclopterus lumpus
non-mammalian.txt	Oreochromis niloticus
non-mammalian.txt	Haplochromis burtoni
non-mammalian.txt	Astatotilapia calliptera
non-mammalian.txt	Perca flavescens
non-mammalian.txt	Perca fluviatilis
non-mammalian.txt	Sparus aurata
non-mammalian.txt	Acanthopagrus latus
non-mammalian.txt	Lates calcarifer
non-mammalian.txt	Notothenia coriiceps
non-mammalian.txt	Gymnodraco acuticeps
non-mammalian.txt	Thunnus albacares
non-mammalian.txt	Thunnus thynnus
non-mammalian.txt	Thunnus maccoyii
non-mammalian.txt	Xiphias gladius
non-mammalian.txt	Paralichthys olivaceus
non-mammalian.txt	Platichthys flesus
non-mammalian.txt	Pleuronectes platessa
non-mammalian.txt	Hippoglossus hippoglossus
non-mammalian.txt	Ambystoma mexicanum
non-mammalian.txt	Pleurodeles waltl
non-mammalian.txt	Bombina bombina
non-mammalian.txt	Xenopus laevis
non-mammalian.txt	Xenopus tropicalis
non-mammalian.txt	Bufo bufo
non-mammalian.txt	Aquarana catesbeiana
non-mammalian.txt	Rana temporaria
non-mammalian.txt	Ascaphus truei
non-mammalian.txt	Caretta caretta
non-mammalian.txt	Chelonia mydas
non-mammalian.txt	Lepidochelys kempii
non-mammalian.txt	Chrysemys picta bellii
non-mammalian.txt	Alligator mississippiensis
non-mammalian.txt	Crocodylus porosus
non-mammalian.txt	Sceloporus undulatus
non-mammalian.txt	Zootoca vivipara
non-mammalian.txt	Notechis scutatus
non-mammalian.txt	Pseudonaja textilis
non-mammalian.txt	Dromaius novaehollandiae
non-mammalian.txt	Rhea pennata
non-mammalian.txt	Struthio camelus
non-mammalian.txt	Anas platyrhynchos
non-mammalian.txt	Anser cygnoides
non-mammalian.txt	Cygnus atratus
non-mammalian.txt	Cygnus olor
non-mammalian.txt	Oxyura jamaicensis
non-mammalian.txt	Apus apus
non-mammalian.txt	Chaetura pelagica
non-mammalian.txt	Columba livia
non-mammalian.txt	Falco peregrinus
non-mammalian.txt	Astur gentilis
non-mammalian.txt	Haliaeetus albicilla
non-mammalian.txt	Numida meleagris
non-mammalian.txt	Centrocercus urophasianus
non-mammalian.txt	Cyrtonyx montezumae
non-mammalian.txt	Gallus gallus
non-mammalian.txt	Gallus gallus
non-mammalian.txt	Phasianus colchicus
non-mammalian.txt	Meleagris gallopavo
non-mammalian.txt	Grus americana
non-mammalian.txt	Serinus canaria
non-mammalian.txt	Parus major
non-mammalian.txt	Passer montanus
non-mammalian.txt	Sturnus vulgaris
non-mammalian.txt	Agelaius tricolor
non-mammalian.txt	Phalacrocorax carbo
non-mammalian.txt	Aptenodytes forsteri
non-mammalian.txt	Aptenodytes patagonicus
non-mammalian.txt	Pygoscelis adeliae
non-mammalian.txt	Calypte anna
non-mammalian.txt	Clarias gariepinus
non-mammalian.txt	Heteronotia binoei
non-mammalian.txt	Melopsittacus undulatus
non-mammalian.txt	Carcharodon carcharias
non-mammalian.txt	Dicentrarchus labrax
non-mammalian.txt	Scomber japonicus
non-mammalian.txt	Scomber scombrus
non-mammalian.txt	Pelodiscus sinensis
non-mammalian.txt	Erpetoichthys calabaricus
non-mammalian.txt	Sardina pilchardus
non-mammalian.txt	Micropterus salmoides
non-mammalian.txt	Hoplias malabaricus
non-mammalian.txt	Limanda limanda
non-mammalian.txt	Natator depressus
non-mammalian.txt	Dermochelys coriacea
non-mammalian.txt	Anolis carolinensis
non-mammalian.txt	Anas acuta
non-mammalian.txt	Cyprinodon variegatus
non-mammalian.txt	Solea senegalensis
non-mammalian.txt	Chanos chanos
non-mammalian.txt	Osmerus eperlanus
non-mammalian.txt	Bufo gargarizans
non-mammalian.txt	Pyxicephalus adspersus
non-mammalian.txt	Buteo buteo
non-mammalian.txt	Lagopus leucura
non-mammalian.txt	Opisthocomus hoazin
non-mammalian.txt	Haemorhous mexicanus
non-mammalian.txt	Fulmarus glacialis
non-mammalian.txt	Nothoprocta perdicaria
non-mammalian.txt	Oryzias melastigma
non-mammalian.txt	Takifugu rubripes
non-mammalian.txt	Trachemys scripta elegans
non-mammalian.txt	Numenius arquata
non-mammalian.txt	Xiphophorus couchianus
non-mammalian.txt	Neolamprologus brichardi
non-mammalian.txt	Gambusia affinis
non-mammalian.txt	Mycteria americana
non-mammalian.txt	Phaenicophaeus curvirostris
non-mammalian.txt	Gymnogyps californianus
non-mammalian.txt	Alosa sapidissima
non-mammalian.txt	Alosa pseudoharengus
non-mammalian.txt	Morone saxatilis
non-mammalian.txt	Thamnophis elegans
non-mammalian.txt	Thamnophis sirtalis
non-mammalian.txt	Pezoporus wallicus
non-mammalian.txt	Chiloscyllium plagiosum
non-mammalian.txt	Pelecanus crispus
non-mammalian.txt	Strix uralensis
non-mammalian.txt	Kryptolebias marmoratus
non-mammalian.txt	Gavia stellata
non-mammalian.txt	Alligator sinensis
non-mammalian.txt	Anolis sagrei
non-mammalian.txt	Chaetodon auriga
non-mammalian.txt	Aphelocoma coerulescens
non-mammalian.txt	Agelaius phoeniceus
non-mammalian.txt	Lonchura striata
non-mammalian.txt	Melozone crissalis
non-mammalian.txt	Trematomus bernacchii
non-mammalian.txt	Seriola dumerili
non-mammalian.txt	Pygocentrus nattereri
non-mammalian.txt	Colossoma macropomum
non-mammalian.txt	Brienomyrus brachyistius
non-mammalian.txt	Hirundo rustica
non-mammalian.txt	Rhinoderma darwinii
non-mammalian.txt	Simochromis diagramma
non-mammalian.txt	Monopterus albus
non-mammalian.txt	Zonotrichia albicollis
non-mammalian.txt	Melospiza georgiana
non-mammalian.txt	Carettochelys insculpta
non-mammalian.txt	Excalfactoria chinensis
non-mammalian.txt	Oreochromis aureus
non-mammalian.txt	Sylvia atricapilla
non-mammalian.txt	Mugil cephalus
non-mammalian.txt	Nyctibius grandis
non-mammalian.txt	Poecilia formosa
non-mammalian.txt	Poecilia latipinna
non-mammalian.txt	Poecilia mexicana
non-mammalian.txt	Passer domesticus
